-7.9981095,-1.0617603,15
-7.987546,-7.058604,15
-7.9762586,-13.0554504,15
-7.9642786,-19.0523107,15
-7.9516374,-25.049148,15
-7.9383664,-31.0459939,15
-7.9244967,-37.042849,15
-7.9100599,-43.0396823,15
-7.8950871,-49.0365245,15
-7.8796096,-55.0333754,15
-7.863659,-61.0302051,15
-7.8472663,-67.0270436,15
-7.8304629,-73.0238906,15
-7.8132803,-79.0207172,15
-7.7957495,-85.0175526,15
-7.7779021,-91.0143961,15
-7.7597692,-97.0112204,15
-7.7413822,-103.0080532,15
-7.7227723,-109.004894,15
-7.703971,-115.0017166,15
-7.6850095,-120.9985476,15
-7.665919,-126.9953865,15
-7.6467309,-132.9922083,15
-7.6274765,-138.9890383,15
-7.6081871,-144.9858763,15
-7.588894,-150.982698,15
-7.5696284,-156.979528,15
-7.5504217,-162.9763659,15
-7.5313052,-168.9731884,15
-7.5123101,-174.9700193,15
-7.4934678,-180.9668581,15
-7.4748095,-186.9636821,15
-7.4563665,-192.9605149,15
-7.4381701,-198.9573555,15
-7.4202517,-204.954181,15
-7.4026159,-210.9510183,15
-7.3846513,-216.9478583,15
-7.3642381,-222.9446687,15
-7.3355944,-228.9414679,15
-7.2910495,-234.9381682,15
-7.2218902,-240.9345,15
-7.1191594,-246.9304283,15
-6.9740715,-252.9256829,15
-6.7776096,-258.9193969,15
-6.5188664,-264.9103448,15
-6.1858653,-270.8981026,15
-5.7664067,-276.8789598,15
-5.2485174,-282.8511694,15
-4.6203325,-288.8181915,15
-3.8763249,-294.7626713,15
-3.0196875,-300.6998534,15
-2.0586392,-306.6229078,15
-1.0004249,-312.5252279,15
0.1516496,-318.4146456,15
1.3888342,-324.2804919,15
2.7043779,-330.1445274,15
4.0700253,-335.9884321,15
5.4579875,-341.8092186,15
6.8508115,-347.6547756,15
8.1886514,-353.4730234,15
9.4920349,-359.3338604,15
10.8228829,-365.1684885,15
12.2906792,-371.0022062,15
13.9155693,-376.7707551,15
15.6815955,-382.5042542,15
17.5714022,-388.1911862,15
19.5835412,-393.8412493,15
21.7164922,-399.4475596,15
23.965852,-405.0079157,15
26.3181492,-410.5190189,15
28.768956,-415.9909515,15
31.3216159,-421.4106191,15
33.9959378,-426.780499,15
36.8049282,-432.0817187,15
39.7608713,-437.2979421,15
42.875592,-442.4267298,15
46.1428437,-447.4552659,15
49.5548566,-452.3886943,15
53.1008716,-457.2248991,15
56.7718288,-461.96445,15
60.563173,-466.6144213,15
64.4616713,-471.1712705,15
68.4584731,-475.6372238,15
72.5526728,-480.0231813,15
76.7276588,-484.3245039,15
80.9826001,-488.5480065,15
85.3159972,-492.690582,15
89.7334666,-496.7434473,15
94.2432757,-500.7001171,15
98.8436285,-504.5459761,15
103.5426091,-508.2739537,15
108.3377154,-511.8776423,15
113.2231914,-515.355233,15
118.195606,-518.7101422,15
123.2458351,-521.9418213,15
128.3710432,-525.0536976,15
133.5669149,-528.0474007,15
138.8302853,-530.9191186,15
144.1613319,-533.6652825,15
149.5566262,-536.2821362,15
155.0126312,-538.7701468,15
160.5254011,-541.1315625,15
166.0885917,-543.3683727,15
171.6994797,-545.4840679,15
177.3544691,-547.4819655,15
183.0472102,-549.3653111,15
188.7754305,-551.1407488,15
194.5337507,-552.8163091,15
200.3169687,-554.4016927,15
206.1210467,-555.9069854,15
211.9436013,-557.3427162,15
217.7799142,-558.7188158,15
223.6255594,-560.0452263,15
229.4831117,-561.3330863,15
235.3464459,-562.5914033,15
241.2066562,-563.8283321,15
247.0800723,-565.0543897,15
252.9556315,-566.2620803,15
258.8385439,-567.4287208,15
264.74001,-568.5348409,15
270.6504817,-569.5569742,15
276.5818048,-570.4725698,15
282.5202634,-571.2631434,15
288.4798024,-571.9278928,15
294.4491342,-572.481607,15
300.4281008,-572.9409537,15
306.4127823,-573.3211762,15
312.4018523,-573.6377664,15
318.3930289,-573.9002245,15
324.3860975,-574.1146825,15
330.3804624,-574.2874757,15
336.3755051,-574.4249398,15
342.3714557,-574.5334007,15
348.3677891,-574.6191953,15
354.3640377,-574.6886696,15
360.3606808,-574.7474693,15
366.3574331,-574.7990295,15
372.3539593,-574.8404877,15
378.3508361,-574.864581,15
384.3477175,-574.8623321,15
390.3442274,-574.8245276,15
396.3404683,-574.7419503,15
402.3353592,-574.6054134,15
408.3288077,-574.4057272,15
414.3191148,-574.133837,15
420.3044403,-573.7808863,15
