-5.27064,-78.6574884
-5.4588393,-84.4674565
-5.7327574,-90.695988
-5.9283369,-96.6170108
-6.0820656,-102.5931615
-6.2131465,-108.6057054
-6.3364573,-114.5906593
-6.4639972,-120.581324
-6.5849202,-126.5755732
-6.6854899,-132.5629534
-6.7528078,-138.5560376
-6.7673258,-144.5453963
-6.7159653,-150.5372233
-6.5947903,-156.524887
-6.4051014,-162.5136838
-6.1483552,-168.5028808
-5.8256096,-174.4838461
-5.437365,-180.4636783
-4.9844568,-186.4399471
-4.4677209,-192.4089208
-3.8873213,-198.3734072
-3.2440118,-204.3301706
-2.5376631,-210.2817042
-1.7672444,-216.2244846
-0.9308896,-222.1555226
-0.024817,-228.0815718
0.952245,-233.9931689
2.0026042,-239.8890294
3.1311238,-245.7763936
4.3432759,-251.6433249
5.6474847,-257.4891851
7.0531398,-263.3157631
8.5693371,-269.1151827
10.1977861,-274.8767349
11.9404765,-280.6183124
13.7831162,-286.3224909
15.7135988,-291.9848471
17.7298519,-297.6305154
19.812796,-303.240512
21.9711715,-308.8285929
24.2151154,-314.3841691
26.5534859,-319.8986233
28.9975187,-325.3713443
31.5543992,-330.7919161
34.2312966,-336.1486376
37.0421075,-341.4413352
39.9952853,-346.6579864
43.0965004,-351.7829785
46.3583475,-356.8133995
49.7733593,-361.7352447
53.3341461,-366.5583572
57.023434,-371.2794236
60.8284542,-375.9028982
64.7440902,-380.4418099
68.7543098,-384.8920924
72.8558408,-389.2579515
77.0475783,-393.5407
81.323665,-397.7377262
85.6802409,-401.8491783
90.1162567,-405.8763186
94.6300407,-409.8151029
99.2240818,-413.6627557
103.8968686,-417.4133726
108.6460825,-421.0625976
113.4761689,-424.6069517
118.3918533,-428.0357833
123.3928916,-431.3275148
128.494569,-434.4731857
133.6968814,-437.4517389
139.0020361,-440.2446856
144.4020274,-442.855874
149.8667294,-445.2947652
155.4111671,-447.6010205
160.9836197,-449.7885711
166.5845805,-451.888439
172.2194121,-453.9201094
177.8789338,-455.8742139
183.5734687,-457.7481676
189.2907507,-459.5358658
195.0318323,-461.2377936
200.8040491,-462.8575872
206.5967022,-464.3943616
212.405913,-465.8496005
218.2397184,-467.2281609
224.0900243,-468.5308344
229.951382,-469.7587964
235.8321392,-470.9147927
241.7270835,-471.9982709
247.6309138,-473.0088806
253.5505021,-473.9481939
259.4801614,-474.8155345
265.4189002,-475.61099
271.3680289,-476.334829
277.3242337,-476.9866255
283.2894068,-477.5664259
289.2590119,-478.0735448
295.2343753,-478.5103523
301.2152081,-478.8832782
307.1980559,-479.1990183
313.1836986,-479.4645597
319.1719318,-479.6868535
325.160292,-479.8728135
331.1498421,-480.0295119
337.1407057,-480.1640078
343.1305449,-480.283289
349.1210573,-480.3934384
355.1104153,-480.4987662
361.1013973,-480.6032987
367.0926786,-480.7095676
373.082456,-480.8179818
379.0745831,-480.9297769
385.0657117,-481.0443071
391.0577706,-481.1563814
397.0487293,-481.2532285
403.0399335,-481.3193979
409.0318317,-481.3402629
415.0220964,-481.3006222
421.0126177,-481.1883601
426.9997431,-480.997567
432.9856618,-480.7228288
438.9664146,-480.3585161
444.9382204,-479.8989217
450.9063929,-479.3411705
456.8630135,-478.6884331
462.812055,-477.9483547
468.7481455,-477.1290011
474.6739896,-476.2369303
480.5912617,-475.2783847
486.4907362,-474.2531746
492.3810555,-473.1534627
498.2559239,-471.9737986
504.1109033,-470.7072056
509.9465923,-469.3464121
515.7636133,-467.8875912
521.5508382,-466.338672
527.3144502,-464.7067086
533.0611096,-462.9980092
538.7750302,-461.2340464
544.4819316,-459.4051846
550.1467758,-457.4880094
555.7761426,-455.4359444
561.3527204,-453.2118167
566.8356707,-450.7955454
572.2392739,-448.1442527
577.5056314,-445.3415806
582.7656158,-442.460295
587.9904869,-439.5961659
593.2370004,-436.6599926
598.3890797,-433.6017433
603.4594734,-430.3917115
608.4258763,-427.0452494
613.3019215,-423.5628402
618.0843962,-419.9521729
622.7714172,-416.2207634
627.3648394,-412.3736743
631.8647547,-408.4168688
636.2704804,-404.3571971
640.5838435,-400.1988259
644.8065531,-395.9455494
648.9390174,-391.60679
652.9862241,-387.1906415
656.9604455,-382.6997664
660.8548351,-378.1587212
664.6938147,-373.5542272
