0,5000,0,39.7923,-86.2389,0.000489667
-7.29959e-05,-0.00297598,-1.23541e-05,0,25
-0.00012111,-0.00596745,-2.02958e-05,0,25
-0.000159578,-0.00896662,-2.60485e-05,0,25
-0.000193495,-0.0119811,-3.06965e-05,0,25
-0.000224844,-0.0150109,-3.45114e-05,0,25
-0.000254037,-0.0180483,-3.79383e-05,0,25
-0.000281921,-0.021101,-4.09644e-05,0,25
-0.000308847,-0.0241689,-4.3795e-05,0,25
-0.000334987,-0.0272445,-4.65669e-05,0,25
-0.000360987,-0.0303431,-4.93974e-05,0,25
-0.000360987,-0.0303431,-4.93974e-05,0,25
-0.000360987,-0.0303431,-4.93974e-05,0,25
-0.000360987,-0.0303431,-4.93974e-05,0,25
-0.000360987,-0.0303431,-4.93974e-05,0,25
-0.000481406,-0.0335018,-5.38526e-05,0,25
-0.000553034,-0.0366762,-5.42262e-05,0,25
-0.000605511,-0.0398661,-5.49273e-05,0,25
-0.000649017,-0.0430713,-5.75783e-05,0,25
-0.000687043,-0.0462842,-6.24819e-05,0,25
-0.00072136,-0.0495124,-6.94252e-05,0,25
-0.000752857,-0.0527559,-7.8083e-05,0,25
-0.000782336,-0.0560146,-8.81112e-05,0,25
-0.000810524,-0.059281,-9.90789e-05,0,25
-0.000837733,-0.062555,-0.000110761,0,25
-0.000837733,-0.062555,-0.000110761,0,25
-0.000837733,-0.062555,-0.000110761,0,25
-0.000837733,-0.062555,-0.000110761,0,25
-0.000837733,-0.062555,-0.000110761,0,25
-0.00094259,-0.0658971,-0.000123919,0,25
-0.00100708,-0.0692395,-0.00013359,0,25
-0.00105597,-0.072605,-0.000143157,0,25
-0.00109753,-0.0759781,-0.000153632,0,25
-0.0011349,-0.0793665,-0.000165105,0,25
-0.00116925,-0.0827702,-0.000177459,0,25
-0.00120135,-0.0861816,-0.000190259,0,25
-0.00123194,-0.0896159,-0.000203194,0,25
-0.00126142,-0.0930578,-0.000216053,0,25
-0.00129035,-0.0965074,-0.000228525,0,25
-0.00133459,-0.0999797,-0.000240864,0,25
-0.00137078,-0.103467,-0.000251861,0,25
-0.00140388,-0.106963,-0.000262291,0,25
-0.00143571,-0.110473,-0.000272394,0,25
-0.00146691,-0.113999,-0.000282275,0,25
-0.00149766,-0.117533,-0.000292019,0,25
-0.00152817,-0.121081,-0.000301587,0,25
-0.00155848,-0.124638,-0.000311063,0,25
-0.00158876,-0.12821,-0.000320452,0,25
-0.00161906,-0.131796,-0.000329794,0,25
-0.00161906,-0.131796,-0.000329794,0,25
-0.00161906,-0.131796,-0.000329794,0,25
-0.0016814,-0.135414,-0.000339629,0,25
-0.00172733,-0.139039,-0.00034799,0,25
-0.00176682,-0.142679,-0.000356379,0,25
